title,authors,year,type,subject,source,doi,direct_url,abstract
Introductory Biology: Lecture Notes,"Imperiali, Barbara; Martin, Adam; Ray, Diviya",2018,Course Material,Science; Biology; Health and Medicine,MIT OCW,N/A,https://ocw.mit.edu/courses/7-016-introductory-biology-fall-2018/,"This course is an introduction to the fundamental principles of biology. It emphasizes the molecular mechanisms of heredity, gene expression, and metabolism, and also examines the cellular basis of physiology and development."
Principles of Economics 3e,OpenStax,2022,Textbook,Social Sciences; Economics,OpenStax,N/A,https://openstax.org/details/books/principles-economics-3e,"Principles of Economics 3e covers the scope and sequence of most introductory economics courses. The authors take a balanced approach to micro- and macroeconomics, to both Keynesian and classical views, and to the theory and application of economics concepts."
Introduction to Philosophy,"Ramos, J.; et al.",2020,Textbook,Humanities; Philosophy,BCcampus Open Textbooks,N/A,https://collection.bccampus.ca/textbook/introduction-to-philosophy/,"This book is a collection of chapters on the classic philosophical questions, written by several authors and edited by Christina Hendricks. It covers topics in metaphysics, epistemology, ethics, and political philosophy."
Financial Strategy for Public Managers,"Kioko, Sharon N.; Marlowe, Justin",2016,Textbook,Business; Finance; Public Administration,OTL,N/A,https://open.umn.edu/opentextbooks/books/financial-strategy-for-public-managers,"A thorough, applied, and concise introduction to the essential financial concepts and analytical tools needed by effective public servants. It assumes no prior financial management knowledge or experience."
Matrix Calculus for Machine Learning and Beyond,"Edelman, Alan; Johnson, Steven G.",2018,Course Material,Mathematics; Applied Mathematics; Calculus,MIT OCW,N/A,https://ocw.mit.edu/courses/18-s096-matrix-calculus-for-machine-learning-and-beyond-fall-2018/,"This course provides a background in matrix calculus, a notation that is critical for expressing and solving problems in machine learning, optimization, and many other fields."
Psychology 2e,"Spielman, Rose M.; Jenkins, William J.; Lovett, Marilyn D.",2020,Textbook,Social Sciences; Psychology,OpenStax,N/A,https://openstax.org/details/books/psychology-2e,"Psychology 2e is designed to meet the scope and sequence requirements for the single-semester introduction to psychology course. The book offers a comprehensive treatment of core concepts, grounded in both classic studies and current and emerging research."
College Algebra 2e,N/A,2020,Textbook,Mathematics; Algebra,OpenStax,N/A,https://openstax.org/details/books/college-algebra-2e,Study algebra online free by downloading OpenStax's College Algebra 2e book and using our accompanying online resources including an algebra study guide.
"Principles of Accounting, Volume 1: Financial Accounting",N/A,N/A,Textbook,Business; Accounting,OpenStax,N/A,https://openstax.org/details/books/principles-accounting-volume-1-financial-accounting,"Principles of Accounting, Volume 1: Financial Accounting covers the fundamentals of financial accounting, including the accounting cycle, financial statements, and analysis."
Introduction to Sociology 3e,N/A,2021,Textbook,Social Sciences; Sociology,OpenStax,N/A,https://openstax.org/details/books/introduction-sociology-3e,"Introduction to Sociology 3e aligns to the topics and objectives of many introductory sociology courses. It is arranged in a manner that provides foundational sociological theories and contexts, then progresses through various aspects of human society."
Hybrid-Flexible Course Design,"Beatty, Brian",2019,Textbook,Education; Instructional Design,OTL,N/A,https://open.umn.edu/opentextbooks/books/hybrid-flexible-course-design,"This volume provides readers with methods, case stories, and strategies related to Hybrid-Flexible (HyFlex) course design so that they may make decisions about using it themselves and even begin their own HyFlex course (re)design."
Writing Instruction Tips For Automated Essay Graders,"Lamoreaux, Patricia",2020,Textbook,Education; Writing; Artificial Intelligence,OTL,N/A,https://open.umn.edu/opentextbooks/books/writing-instruction-tips-for-automated-essay-graders,"As schools, as well as the workplace, become more automated, and remote or distance learning/working becomes the “new normal,” understanding and leveraging artificial intelligence will become a critical skill."
Introduction to Tourism and Hospitality in B.C. – 2nd Edition,N/A,2020,Textbook,Business; Tourism; Hospitality,BCcampus Open Textbooks,N/A,https://collection.bccampus.ca/textbook/introduction-to-tourism-and-hospitality-in-b-c-2nd-edition/,"This is a second edition of an open textbook first published by BCcampus in 2015, updated to be more timely and improved with interactive H5P activities."
Fundamentals of Materials Science,"Irvine, Darrell; Marzari, Nicola",2005,Course Material,Engineering; Materials Science and Engineering; Thermodynamics,MIT OCW,N/A,https://ocw.mit.edu/courses/3-012-fundamentals-of-materials-science-fall-2005/,"This course focuses on the fundamentals of structure, energetics, and bonding that underpin materials science. It is the introductory lecture class for sophomore students in Materials Science and Engineering."
Structure of Materials,"Gradecak, Silvija",2019,Course Material,Engineering; Materials Science and Engineering,MIT OCW,N/A,https://ocw.mit.edu/courses/3-012sx-structure-of-materials-spring-2019/,This three-part course explores the structure of a wide variety of materials with current-day engineering applications. Part 1 of the course introduces amorphous materials and explores glasses and polymers.
Learn to Build Your Own Videogame with the Unity Game Engine,"Keane, Kyle; Ringler, Andrew; Gandhi, Abhinav; Vrablic, Mark",2017,Course Material,Engineering; Computer Science; Game Design,MIT OCW,N/A,https://ocw.mit.edu/courses/res-3-003-learn-to-build-your-own-videogame-with-the-unity-game-engine-and-microsoft-kinect-january-iap-2017/,This course provides an overview of the Unity game engine and how to work with the software interface. This is provided to help students get started on an even footing when jumping into the guided tutorial.
Business Fundamentals,N/A,2023,Textbook,Business,OTL,N/A,https://open.umn.edu/opentextbooks/books/business-fundamentals,"Business Fundamentals is an all-encompassing introductory textbook designed to introduce readers to the business world. Geared toward college and university students, especially those with little to no prior experience in business."
Accounting Principles: A Business Perspective,N/A,N/A,Textbook,Business; Accounting,OTL,N/A,https://open.umn.edu/opentextbooks/books/accounting-principles-a-business-perspective,Accounting Principles: A Business Perspective uses annual reports of real companies to illustrate many of the accounting concepts in use in business today.
,,,,,,,,
,,,,,,,,
Population Health for Nurses,Jessica Ochs; Sherry L. Roper; Susan M. Schwartz,2024,Textbook,Nursing; Population Health,OpenStax,N/A,https://openstax.org/books/population-health/pages/1-introduction,"This book introduces the topic of population health, explaining that nurses play a central role in advancing it. It distinguishes population health nursing from public/community health and introduces the Healthy People 2030 program."
Clinical Nursing Skills,Christy Bowen,2024,Textbook,Nursing,OpenStax,N/A,https://openstax.org/books/clinical-nursing-skills/pages/1-introduction,"This book showcases the multifaceted nature of nursing practice. It covers the principles of nursing practice, including person-centered care, professional integrity, and lifelong learning, as well as evidence-based practice and the nursing process."
Maternal Newborn Nursing,Amy Giles; Regina Prusinski; Laura Wallace,2024,Textbook,Nursing,OpenStax,N/A,https://openstax.org/books/maternal-newborn-nursing/pages/1-introduction,"This book encompasses the lifespan of those assigned female at birth (AFAB), focusing on contraception, preconception care, and preventive health care. It highlights the role of nurses as advocates for their patients."
Pharmacology for Nurses,Tina Barbour-Taylor; Leah Mueller (Sabato); Donna Paris; Dorie Weaver,2024,Textbook,Nursing; Pharmacology,OpenStax,N/A,https://openstax.org/books/pharmacology/pages/1-introduction,"This book aims to provide a fundamental understanding of the pharmacological use of drugs that a nurse needs to provide safe and effective care, reviewing the pathophysiology of various disease processes and the medications used in treatment."
Astronomy 2e,Andrew Fraknoi; David Morrison; Sidney Wolff,2022,Textbook,Science; Astronomy,OpenStax,N/A,https://openstax.org/books/astronomy-2e/pages/1-introduction,"A study of the objects that lie beyond planet Earth and the processes by which these objects interact with one another, emphasizing that science is a ""progress report"" and tracing the evolutionary processes that shape the universe."
Biology for AP® Courses,Julianne Zedalis; John Eggebrecht,2018,Textbook,Science; Biology; AP,OpenStax,N/A,https://openstax.org/books/biology-ap-courses/pages/1-introduction,"This textbook covers the scope and sequence requirements of a typical two-semester Advanced Placement® biology course, offering comprehensive coverage of foundational research and core biology concepts through an evolutionary lens."
Chemistry: Atoms First 2e,"Paul Flowers; Edward J. Neth; William R. Robinson, PhD; Klaus Theopold; Richard Langley",2019,Textbook,Science; Chemistry,OpenStax,N/A,https://openstax.org/books/chemistry-atoms-first-2e/pages/1-introduction,"An introductory textbook that presents atomic and molecular structure much earlier than the traditional approach, linking these topics in subsequent chapters to provide students with a foundation to understand the application of quantitative principles."
Organic Chemistry,John McMurry,2023,Textbook,Science; Chemistry,OpenStax,N/A,https://openstax.org/books/organic-chemistry/pages/1-why-this-chapter,"Renowned for being the most clearly written book available for organic chemistry, this text meets the scope and sequence of a two-semester organic chemistry course that follows a functional group approach, updated with new scientific discoveries and applications."
American Government 3e,"Glen Krutz; Sylvie Waskiewicz, PhD",2021,Textbook,Social Sciences; Political Science,OpenStax,N/A,https://openstax.org/books/american-government-3e/pages/1-introduction,"This book provides a comprehensive introduction to the U.S. system of government, covering foundational principles, political behavior, and the institutions of government, with a focus on meaningful engagement with the material."
Introduction to Anthropology,Jennifer Hasty; David G. Lewis; Marjorie M. Snipes,2022,Textbook,Social Sciences; Anthropology,OpenStax,N/A,https://openstax.org/books/introduction-anthropology/pages/1-introduction,"A four-field text integrating diverse voices, engaging field activities, and meaningful themes like Indigenous experiences and social inequality to engage students and enrich learning about the study of humanity."
Introduction to Political Science,Mark Carl Rom; Masaki Hidaka; Rachel Bzostek Walker,2022,Textbook,Social Sciences; Political Science,OpenStax,N/A,https://openstax.org/books/introduction-political-science/pages/1-introduction,"This text serves as an introduction to the world of politics and the systematic study of political science, teaching fundamental principles and core concepts to help students become better-prepared citizens and political actors."
Contemporary Mathematics,Donna Kirk,2023,Textbook,Mathematics,OpenStax,N/A,https://openstax.org/books/contemporary-mathematics/pages/1-introduction,"This book introduces concepts of contemporary mathematics, beginning with set theory and Venn diagrams, which are graphical ways to show relationships between different groups and are foundational to statistical studies."
University Physics Volume 1,William Moebs; Samuel J. Ling; Jeff Sanny,2016,Textbook,Science; Physics,OpenStax,N/A,https://openstax.org/books/university-physics-volume-1/pages/1-introduction,"The first of a three-volume set designed for a two- or three-semester calculus-based physics course. Volume 1 covers mechanics, sound, oscillations, and waves."
University Physics Volume 2,Samuel J. Ling; William Moebs; Jeff Sanny,2016,Textbook,Science; Physics,OpenStax,N/A,https://openstax.org/books/university-physics-volume-2/pages/1-introduction,"The second of a three-volume set designed for a two- or three-semester calculus-based physics course. Volume 2 covers thermodynamics, electricity, and magnetism."
University Physics Volume 3,William Moebs; Samuel J. Ling; Jeff Sanny,2016,Textbook,Science; Physics,OpenStax,N/A,https://openstax.org/books/university-physics-volume-3/pages/1-introduction,The third of a three-volume set designed for a two- or three-semester calculus-based physics course. Volume 3 covers optics and modern physics.
Workplace Software and Skills,Tammie Bolling; Angela Mitchell; Tanya Scott; Nyrobi Wheeler,2023,Textbook,Business; Computer Science,OpenStax,N/A,https://openstax.org/books/workplace-software-skills/pages/1-chapter-scenario,"This book covers fundamental computing skills needed in a modern corporate environment, including basic functions in Microsoft 365 and Google Workspace, as well as topics like computer hardware, networks, and the ethical use of technology."
U.S. History,P. Scott Corbett; Volker Janssen; John M. Lund; Todd Pfannestiel; Sylvie Waskiewicz; Paul Vickery,2014,Textbook,Humanities; History,OpenStax,N/A,https://openstax.org/books/us-history/pages/1-introduction,This textbook covers the breadth of the chronological history of the United States and provides the necessary depth to ensure the course is manageable for instructors and students alike.
"World History Volume 1, to 1500",Ann Kordas; Ryan J. Lynch; Brooke Nelson; Julie Tatlock,2023,Textbook,Humanities; History,OpenStax,N/A,https://openstax.org/books/world-history-volume-1/pages/1-introduction,"The first of a two-volume set, this book explores human history from its origins to the year 1500, emphasizing a global perspective, primary sources, and the concepts of causation and interpretation in history."
"World History Volume 2, from 1400",Ann Kordas; Ryan J. Lynch; Brooke Nelson; Julie Tatlock,2022,Textbook,Humanities; History,OpenStax,N/A,https://openstax.org/books/world-history-volume-2/pages/1-introduction,"The second of a two-volume set, this book explores human history from the year 1400 to the present, emphasizing a global perspective, primary sources, and the concepts of causation and interpretation in history."
Artificial Intelligence and Intellectual Property: An Economic Perspective,Alexander Cuntz; Carsten Fink; Hansueli Stamm,2024,Report,Economics; Law; Artificial Intelligence,WIPO,N/A,https://www.wipo.int/edocs/pubdocs/en/wipo-pub-econstat-wp-77-en-artificial-intelligence-and-intellectual-property-an-economic-perspective.pdf,"This paper dissects AI's role as both a facilitator and disruptor of innovation and creativity, exploring the evolving landscape of AI innovation incentives and the challenges it poses to existing IP frameworks from an economic perspective."
Access to science and innovation in the developing world,Alessio Muscarnera; Alexander Cuntz; Frank Mueller-Langer; Marc Scheufen; Prince C. Oguguo,2024,Report,Economics; Science Policy,WIPO,N/A,https://www.wipo.int/edocs/pubdocs/en/wipo-pub-econstat-wp-78-en-access-to-science-and-innovation-in-the-developing-world.pdf,"This paper examines the implications of lowering barriers to online access to scientific publications for science and innovation in developing countries, finding that free or reduced-fee access increases scientific publication and clinical trials output."
Innovation Policies Under Economic Complexity,Christian Chacua; Matte Hartog; Muhammed A. Yildirim; Ricardo Hausmann; Shreyas Gadgin Matha,2024,Report,Economics; Innovation Policy,WIPO,N/A,https://www.wipo.int/edocs/pubdocs/en/wipo-pub-econstat-wp-79-en-innovation-policies-under-economic-complexity.pdf,"This paper discusses the design of innovation policies to address current development challenges, arguing that effective policies should be place-based and multidimensional, leveraging countries' existing capabilities."
Global Trends in Innovation Patterns: A Complexity Approach,Christian Chacua; Matte Hartog; Muhammed A. Yildirim; Ricardo Hausmann; Shreyas Gadgin Matha,2024,Report,Economics; Innovation,WIPO,N/A,https://www.wipo.int/edocs/pubdocs/en/wipo-pub-econstat-wp-80-en-global-trends-in-innovation-patterns-a-complexity-approach.pdf,"This paper analyzes the trajectories of scientific publications, patents, and international trade data to provide a comprehensive understanding of the innovation process, from idea generation to commercialization."
Can we map innovation capabilities?,Christian Chacua; Eduardo Hernandez Rodriguez; Federico Moscatelli; Julio Raffo; Matte Hartog; Muhammed A. Yildirim; Shreyas Gadgin Matha,2024,Report,Economics; Innovation,WIPO,N/A,https://www.wipo.int/edocs/pubdocs/en/wipo-pub-econstat-wp-81-en-can-we-map-innovation-capabilities.pdf,"This paper proposes a methodological framework to empirically measure innovation capabilities across science, technology, and production domains, leveraging data on scientific publications, patents, and trade."
Statutory Religious Accommodation in Employment and the Problems of Judicial Intent and Outcome,George Wright,2024,Research Paper,Law; Civil Rights,Texas A&M Law Review,10.37419/LR.V12.Arg.4,https://scholarship.law.tamu.edu/cgi/viewcontent.cgi?article=1344&context=lawreview,"This article discusses the Supreme Court case of Groff v. DeJoy, analyzing the Court's endorsement of a “substantial burden” test for an employer's undue hardship in religious accommodation cases."
Jobless Development,Franziska Ohnsorge; Richard Rogerson; Zoe Leiyu Xie,2024,Report,Economics,World Bank,N/A,https://documents1.worldbank.org/curated/en/099212009252412375/pdf/IDU-bda0cca6-58df-43f6-b307-cb9e04b1bbf6.pdf,This paper shows that there are large differences in medium-run dynamics in the employment-to-population ratio across countries and finds a general tendency for productivity growth to be negatively correlated with changes in this ratio for many emerging market and developing economies.
Private Attribute Inference from Images with Vision-Language Models,Batuhan Tömekçe; Mark Vero; Robin Staab; Martin Vechev,2024,Research Paper,Machine Learning; Computer Vision; Privacy,NeurIPS,N/A,https://proceedings.neurips.cc/paper_files/paper/2024/file/bb97e9a7c811904c9b01f51fde66edcf-Paper-Conference.pdf,"This paper systematically analyzes the capability of Vision-Language Models (VLMs) to infer private information from inconspicuous images, finding they can infer various personal attributes at up to 77.6% accuracy, and that accuracy scales with model capabilities."
Scaling transformer neural networks for skillful and reliable medium-range weather forecasting,Tung Nguyen; Rohan Shah; Hritik Bansal; Troy Arcomano; Romit Maulik; Rao Kotamarthi; Ian Foster; Sandeep Madireddy; Aditya Grover,2024,Research Paper,Machine Learning; Climate Science,NeurIPS,N/A,https://proceedings.neurips.cc/paper_files/paper/2024/file/7f19b99e63762d20e9df91144056f1ee-Paper-Conference.pdf,"This paper introduces Stormer, a simple transformer model that achieves state-of-the-art performance on weather forecasting with minimal changes to the standard transformer backbone, identifying key components through careful empirical analyses."
Toward Efficient Inference for Mixture of Experts,Haiyang Huang; Newsha Ardalani; Anna Sun; Liu Ke; Shruti Bhosale; Hsien-Hsin Lee; Carole-Jean Wu; Benjamin Lee,2024,Research Paper,Machine Learning; Computer Systems,NeurIPS,N/A,https://proceedings.neurips.cc/paper_files/paper/2024/file/98bf3b8505c611ac21055dd9d355c66e-Paper-Conference.pdf,"This paper explores optimizations for Mixture-of-Experts (MoE) inference to improve token throughput, memory use, and load balance without degrading model quality, proposing techniques like Dynamic Gating and Expert Buffering."
Learning Formal Mathematics From Intrinsic Motivation,Gabriel Poesia; David Broman; Nick Haber; Noah Goodman,2024,Research Paper,Artificial Intelligence; Machine Learning,NeurIPS,N/A,https://arxiv.org/pdf/2407.00695,"This paper describes an AI agent that jointly learns to pose challenging mathematical problems for itself (conjecturing) and solve them (theorem proving), bootstrapping from only the axioms of a domain without human-created proofs."
PRODuctive bandits: Importance Weighting No More,Julian Zimmert; Teodor Vanislavov Marinov,2024,Research Paper,Machine Learning,NeurIPS,N/A,https://openreview.net/pdf?id=VDPZe0NbpE,"This paper challenges the conjecture that the Prod algorithm is sub-optimal for multi-armed bandits, presenting variants that can obtain optimal regret for adversarial bandits and achieve best-of-both-worlds guarantees."
Random Function Descent,Leif Döring; F. Benning,2024,Research Paper,Machine Learning; Optimization,NeurIPS,N/A,https://proceedings.neurips.cc/paper_files/paper/2024/file/c980ad0fb46f0cfb0faabcd42b30a67a-Paper-Conference.pdf,"This paper bridges the gap between Bayesian optimization and classical optimization by using a 'stochastic Taylor approximation' to rediscover gradient descent, yielding a step size schedule called Random Function Descent (RFD)."
"Fully Distributed, Flexible Compositional Visual Representations via Soft Tensor Products",Bethia Sun; M. Pagnucco; Y. Song,2024,Research Paper,Machine Learning; Computer Vision,NeurIPS,N/A,https://proceedings.neurips.cc/paper_files/paper/2024/file/fbf1fe4819b359f5715c4989b9df3725-Paper-Conference.pdf,"This paper introduces Soft TPR, a representational form that encodes compositional structure in a distributed, flexible manner, and an autoencoder architecture designed to learn these representations, outperforming conventional disentanglement alternatives."
Toward Approaches to Scalability in 3D Human Pose Estimation,N/A,2024,Research Paper,Computer Vision; Machine Learning,NeurIPS,N/A,https://proceedings.neurips.cc/paper_files/paper/2024/file/be5b3fe26158de0eb2eaa5903385ed53-Paper-Conference.pdf,"This paper addresses key bottlenecks to scalability in 3D Human Pose Estimation (HPE), including limited data diversity and depth ambiguity, by introducing a Biomechanical Pose Generator (BPG) and Binary Depth Coordinates (BDC)."
,,,,,,,,
,,,,,,,,
The Future of Jobs Report 2025,World Economic Forum,2025,Report,Economics; Labor Market; Artificial Intelligence,World Economic Forum,N/A,https://reports.weforum.org/docs/WEF_Future_of_Jobs_Report_2025.pdf,"This report provides a comprehensive analysis of the interconnected trends shaping the global labour market for the 2025-2030 period, drawing from a survey of over 1,000 employers. It examines how macrotrends like AI, the green transition, and geoeconomic shifts impact jobs and skills, forecasting which roles will grow and decline."
The Sustainable Development Goals Report 2025,UN DESA,2025,Report,Public Policy; Sustainable Development; Economics,United Nations,N/A,https://unstats.un.org/sdgs/report/2025/The-Sustainable-Development-Goals-Report-2025.pdf,"This report marks the tenth annual stocktaking of global progress toward the 2030 Agenda. It provides a stark assessment that while the SDGs have improved millions of lives, the current pace of change is insufficient. It calls for action in six priority areas: food systems, energy access, digital transformation, education, jobs, and climate/biodiversity."
Collective funding models for open access books: Librarians’ experiences and barriers to participation across six European contexts,"Fathallah, Judith; Deville, Joe; Penier, Izabella; Corazza, Francesca",2025,Report,Publishing; Open Access; Library Science,Open Book Collective,N/A,https://microblogging.infodocs.eu/wp-content/uploads/2025/10/Fathallah-et-al_202510_Collective-funding-models-for-open-access-books.pdf,"This report explores librarians' experiences with collective funding models for open access (OA) books across six European contexts. It identifies barriers to participation, such as budget pressures and the dominance of transformative agreements, and notes a strong commitment to the idea of an OA knowledge commons despite eroded trust from corporate buyouts."
Prevalence of and factors influencing social anxiety among Chinese college students: a protocol for a systematic review and meta-analysis,"Liu, Jie; Tao, Li; Zhu, Mengting; Lin, Qiao; He, Jiali",2025,Research Paper,Social Science; Mental Health; Public Health,BMJ Open,10.1136/bmjopen-2025-103407,https://bmjopen.bmj.com/content/bmjopen/15/8/e103407.full.pdf,"This protocol outlines a systematic review and meta-analysis to consolidate evidence on the prevalence and determinants of social anxiety among Chinese college students. It aims to address a gap in culturally tailored analyses and inform targeted interventions, given the unique stressors this group faces."
"Explosion of formulaic research articles, including inappropriate study designs and false discoveries, based on the NHANES US national health database","Suchak, Tulsi; Aliu, Anietie E.; Harrison, Charlie; Zwiggelaar, Reyer; Geifman, Nophar; Spick, Matt",2025,Research Paper,Biology; Science Policy; Artificial Intelligence,PLOS Biology,10.1371/journal.pbio.3003152,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.3003152&type=printable,"This meta-research article identifies a surge in formulaic, single-factor analyses using the NHANES dataset, potentially driven by AI-assisted workflows and paper mills. It highlights risks of inappropriate study designs, selective data usage, and a failure to correct for false discoveries, proposing best practices for researchers, publishers, and peer reviewers."
The 2025 Nucleic Acids Research database issue and the online molecular biology database collection,"Rigden, Daniel J.; Fernández, Xosé M.",2025,Research Paper,Biology; Bioinformatics; Databases,Nucleic Acids Research,10.1093/nar/gkae1220,https://academic.oup.com/nar/advance-article-pdf/doi/10.1093/nar/gkae1220/61017961/gkae1220.pdf,"This editorial introduces the 2025 NAR database issue, which contains 185 papers covering 73 new databases and 101 updates to existing resources across all of biology. It highlights new resources in genomics, proteomics, and structural biology, and notes the 25th anniversary of the RefSeq resource."
PRESIDING OVER A LEGAL DESERT: THE DISAPPEARANCE OF THE RURAL ATTORNEY,"Chavez, Emilio J.",2025,Research Paper,Law; Legal Services; Rural Sociology,Idaho Law Review,N/A,https://digitalcommons.law.uidaho.edu/cgi/viewcontent.cgi?article=1274&context=idaho-law-review,"This article discusses the observed effects, challenges, and inequalities that occur in and outside of the courtroom because of the lack of rural legal representation. It uses rural New Mexico as a microcosm to explore the issues confronting the nation regarding ""legal deserts."""
Generative AI and Legal Aid: Results from a Field Study and 100 Use Cases to Bridge the Access to Justice Gap,"Chien, Colleen V.; Kim, Miriam",2025,Research Paper,Law; Artificial Intelligence; Access to Justice,Loyola of Los Angeles Law Review,N/A,https://digitalcommons.lmu.edu/cgi/viewcontent.cgi?article=3210&context=llr,This paper presents the first field study of lawyers using generative AI to address the access to justice gap. It finds that 90% of pilot participants reported increased productivity and discusses how legal aid professionals managed risks by focusing on lower-risk applications.
Understanding the Attention Economy and its Negative Effects: Consumerism is Consuming Us,"Shane, Aidan",2025,Research Paper,Economics; Sociology; Media Studies,Intertext,N/A,https://surface.syr.edu/cgi/viewcontent.cgi?article=1531&context=intertext,"This paper explores how the attention economy, a product of capitalism, consumes its participants. It argues that despite unprecedented physical security, people are bored and miserable due to smart technology invading their lives and privacy, exchanging happiness for mental insecurity."
Constructing an Ethical Discipline: A Survey of Anthropology Program Requirements and Rhetorics,"Kucur, Ezra B.; Quave, Kylie E.; Kennedy, Sarah A.",2025,Research Paper,Anthropology; Education; Ethics,Journal of Archaeology and Education,N/A,https://digitalcommons.library.umaine.edu/cgi/viewcontent.cgi?article=1067&context=jae,"This study investigates the inclusion of ethics education within undergraduate anthropology programs in the US. It finds that while few programs explicitly require ethics coursework, many offer electives, but most do not visibly emphasize ethics as a core component of the major."
EcoLogits: Evaluating the Environmental Impacts of Generative AI,"Rincé, Samuel; Banse, Adrien",2025,Research Paper,Computer Science; Environmental Science; Artificial Intelligence,Journal of Open Source Software,10.21105/joss.07471,https://joss.theoj.org/papers/10.21105/joss.07471.pdf,"This paper introduces EcoLogits, an open-source Python package designed to evaluate the environmental footprint of using Generative AI models. It estimates energy consumption and environmental impacts of GenAI API requests using a Life Cycle Assessment methodology."
A cross-sectional analysis of Altmetric coverage of health research from Irish research organisations (2017-2023),"Sharp, Melissa K.; Abuhaimed, Shaimaa; Yeoh, Beatrice; et al.",2025,Research Paper,Bibliometrics; Health Research; Science Communication,HRB Open Research,10.12688/hrbopenres.14121.1,https://hrbopenresearch.org/articles/8-58/pdf,"This study investigates the impact of health research outputs from Irish organizations using Altmetric data. It establishes publishing and altmetric trends, finding that while the average attention score was high, many outputs received no attention from tracked mediums."
Biology Open 2024 – a year in review,"Gorelick, Daniel A.",2025,Research Paper,Biology; Publishing; Peer Review,Biology Open,10.1242/bio.062121,https://journals.biologists.com/bio/article-pdf/14/6/bio062121/3654932/bio062121.pdf,"This editorial reviews the performance of the journal Biology Open for the year 2024, focusing on improving the author experience through rapid and transparent peer review. It presents publication data for 2024, noting an overall acceptance rate of approximately 30% and a drop in the median time to editorial rejection."
"Quarterly Economic Commentary, Summer 2025","Barrett, Alan; O'Toole, Conor; O'Shea, Dónal",2025,Report,Economics; Public Policy,ESRI,10.26504/QEC2025SUM,https://www.esri.ie/system/files/publications/QEC2025SUM.pdf,"This commentary provides forecasts for the Irish economy for 2025 and 2026. It notes ongoing strength but revises growth forecasts downward due to international uncertainty. It projects growth in Modified Domestic Demand (MDD), continued low unemployment, and real wage growth, while highlighting risks in housing and public finance."
NATURAL AND NEUTRAL REAL INTEREST RATES: PAST AND FUTURE,"Obstfeld, Maurice",2025,Research Paper,Economics; Monetary Policy,NBER,N/A,https://www.nber.org/system/files/working_papers/w31949/w31949.pdf,"This paper surveys the decline in real interest rates in advanced and emerging economies, linking the process to various global factors. It argues that long-run equilibrium rates may not always guide short-term policy and discusses whether recent trends like geopolitical tensions and AI-driven productivity will lead to a durable rise in global real interest rates."
Bridging the Gap between Industry and Education: Best Practices for the Digital Humanities,"Goicoechea, María; Sanz, Amelia; van der Lek, Iulianna; et al.",2025,Report,Digital Humanities; Education; Industry,DARIAH-EU,N/A,https://zenodo.org/records/15633464/files/White%20Paper_Bridging%20the%20Gap%20between%20Industry%20and%20Education-Best%20Practices%20for%20the%20Digital%20Humanities.pdf?download=1,"This white paper outlines recommendations to align Digital Humanities (DH) education more closely with industry needs. Based on studies conducted between 2023 and 2025, it offers practical guidance for universities, students, and employers to enhance the employability of DH graduates and foster knowledge exchange."
Population Health for Nurses,"Ochs, Jessica; Roper, Sherry L.; Schwartz, Susan M.",2024,Textbook,Nursing; Population Health,OpenStax,N/A,https://openstax.org/books/population-health/pages/1-introduction,"This book introduces the topic of population health, explaining that nurses play a central role in advancing it. It distinguishes population health nursing from public/community health and introduces the Healthy People 2030 program."
Clinical Nursing Skills,"Bowen, Christy",2024,Textbook,Nursing,OpenStax,N/A,https://openstax.org/books/clinical-nursing-skills/pages/1-introduction,"This book showcases the multifaceted nature of nursing practice. It covers the principles of nursing practice, including person-centered care, professional integrity, and lifelong learning, as well as evidence-based practice and the nursing process."
Maternal Newborn Nursing,"Giles, Amy; Prusinski, Regina; Wallace, Laura",2024,Textbook,Nursing,OpenStax,N/A,https://openstax.org/books/maternal-newborn-nursing/pages/1-introduction,"This book encompasses the lifespan of those assigned female at birth (AFAB), focusing on contraception, preconception care, and preventive health care. It highlights the role of nurses as advocates for their patients."
Pharmacology for Nurses,"Barbour-Taylor, Tina; Mueller, Leah (Sabato); Paris, Donna; Weaver, Dorie",2024,Textbook,Nursing; Pharmacology,OpenStax,N/A,https://openstax.org/books/pharmacology/pages/1-introduction,"This book aims to provide a fundamental understanding of the pharmacological use of drugs that a nurse needs to provide safe and effective care, reviewing the pathophysiology of various disease processes and the medications used in treatment."
Artificial Intelligence and Intellectual Property: An Economic Perspective,"Cuntz, Alexander; Fink, Carsten; Stamm, Hansueli",2024,Report,Economics; Law; Artificial Intelligence,WIPO,N/A,https://www.wipo.int/edocs/pubdocs/en/wipo-pub-econstat-wp-77-en-artificial-intelligence-and-intellectual-property-an-economic-perspective.pdf,"This paper dissects AI's role as both a facilitator and disruptor of innovation and creativity, exploring the evolving landscape of AI innovation incentives and the challenges it poses to existing IP frameworks from an economic perspective."
Access to science and innovation in the developing world,"Muscarnera, Alessio; Cuntz, Alexander; Mueller-Langer, Frank; Scheufen, Marc; Oguguo, Prince C.",2024,Report,Economics; Science Policy,WIPO,N/A,https://www.wipo.int/edocs/pubdocs/en/wipo-pub-econstat-wp-78-en-access-to-science-and-innovation-in-the-developing-world.pdf,"This paper examines the implications of lowering barriers to online access to scientific publications for science and innovation in developing countries, finding that free or reduced-fee access increases scientific publication and clinical trials output."
